id_turma;qnt_disc;qnt_aprovados;qnt_reprovados;qnt_trancamento;media_turma;media_faltas;qnt_reposicao
57577403;25;15.0;7.0;3.0;4.916;13.12;0.0
57577417;2;2.0;0.0;0.0;10.0;5.0;0.0
57577466;34;30.0;3.0;1.0;6.8882352941176475;13.205882352941176;0.0
57577473;19;18.0;1.0;0.0;9.342105263157896;0.0;0.0
57577530;28;28.0;0.0;0.0;7.685714285714285;3.642857142857143;0.0
57577532;13;13.0;0.0;0.0;7.723076923076923;5.538461538461538;0.0
57577533;8;8.0;0.0;0.0;8.1125;5.25;0.0
57577534;23;22.0;1.0;0.0;7.108695652173912;10.08695652173913;1.0
57577536;23;15.0;6.0;2.0;4.391304347826087;0.0;0.0
57577537;23;21.0;2.0;0.0;6.27391304347826;0.0;0.0
57577538;24;22.0;2.0;0.0;6.270833333333335;0.0;3.0
57577547;1;1.0;0.0;0.0;6.3;0.0;0.0
57577551;5;5.0;0.0;0.0;7.1;0.0;0.0
57577552;3;3.0;0.0;0.0;7.433333333333333;0.0;0.0
57577562;1;0.0;1.0;0.0;2.5;10.0;0.0
57577570;20;19.0;0.0;1.0;6.75;0.0;2.0
57577573;20;17.0;2.0;1.0;6.319999999999999;0.0;0.0
57577582;18;15.0;3.0;0.0;6.116666666666667;0.0;0.0
57577589;1;0.0;1.0;0.0;0.2;57.0;0.0
57577615;18;18.0;0.0;0.0;6.894444444444445;7.0;2.0
57577622;9;9.0;0.0;0.0;7.366666666666666;6.0;0.0
57577627;25;25.0;0.0;0.0;7.591999999999998;9.36;0.0
57577663;1;0.0;1.0;0.0;8.3;24.0;0.0
57577673;1;0.0;1.0;0.0;0.0;30.0;0.0
57577694;1;1.0;0.0;0.0;8.0;12.0;0.0
57577731;24;14.0;9.0;1.0;4.395833333333334;13.041666666666666;4.0
57577750;1;0.0;1.0;0.0;0.0;60.0;0.0
57577761;2;0.0;1.0;1.0;0.0;0.0;0.0
57577777;43;41.0;2.0;0.0;7.8325581395348856;0.0;0.0
57577784;1;1.0;0.0;0.0;10.0;3.0;0.0
57577791;40;22.0;17.0;1.0;3.6825;11.6;7.0
57577795;1;1.0;0.0;0.0;9.5;12.0;0.0
57577796;21;12.0;9.0;0.0;4.4523809523809526;8.428571428571429;4.0
57577798;1;1.0;0.0;0.0;7.7;16.0;0.0
57577866;25;18.0;7.0;0.0;5.643999999999998;16.24;1.0
57577868;21;7.0;13.0;1.0;3.638095238095239;29.285714285714285;2.0
57577873;26;16.0;8.0;2.0;5.207692307692307;15.0;0.0
57577875;22;20.0;1.0;1.0;6.972727272727273;12.409090909090908;0.0
57577876;25;20.0;5.0;0.0;6.255999999999999;13.84;0.0
57577877;25;14.0;8.0;3.0;4.484;21.76;0.0
57577879;23;12.0;9.0;2.0;3.8304347826086955;22.91304347826087;1.0
57577880;25;14.0;11.0;0.0;3.9160000000000004;23.72;1.0
57577882;25;6.0;16.0;3.0;1.9200000000000004;38.56;0.0
57577883;23;9.0;12.0;2.0;3.0913043478260875;27.130434782608695;2.0
57577885;28;14.0;11.0;3.0;3.7821428571428575;0.0;0.0
57577886;27;14.0;9.0;4.0;3.970370370370369;0.0;1.0
57577887;26;14.0;12.0;0.0;4.4923076923076914;0.0;0.0
57577888;29;14.0;10.0;5.0;3.8310344827586205;0.0;0.0
57577891;30;15.0;13.0;2.0;4.426666666666666;16.3;0.0
