"id_turma";"codigo_turma";"id_docente_interno";"id_docente_externo";"observacao";"id_componente_curricular";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes";
"57593183";"01";"5752921";"";"";"2056053";"TÉCNICO";"";"Sala 25";"2017";"1";"2017-02-13";"2017-06-17";"3T45";"35";"35";"REGULAR";"f";"2017-06-22 14:21:06.644";"f";"";"34";"CONSOLIDADA";"";"Presencial";
"57593185";"01";"22880";"";"";"18820";"TÉCNICO";"";"ESTÚDIO";"2017";"1";"2017-02-13";"2017-07-01";"3T23456";"";"6";"REGULAR";"f";"2017-06-20 07:59:27.155";"f";"";"70";"CONSOLIDADA";"";"Presencial";
"57593186";"01";"22880";"";"";"2055643";"TÉCNICO";"";"ESTÚDIO";"2017";"1";"2017-01-30";"2017-06-17";"3T23456";"0";"7";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593187";"01";"22880";"";"";"2055503";"TÉCNICO";"";"ESTÚDIO";"2017";"1";"2017-02-13";"2017-07-01";"5T1234";"";"6";"REGULAR";"f";"2017-06-20 08:01:24.753";"f";"";"64";"CONSOLIDADA";"";"Presencial";
"57593188";"01";"22880";"";"";"43327";"TÉCNICO";"";"Estudio";"2017";"1";"2017-02-13";"2017-07-01";"5T56";"";"6";"REGULAR";"f";"2017-06-20 08:04:14.155";"f";"";"28";"CONSOLIDADA";"";"Presencial";
"57593190";"01";"21705";"";"";"18720";"TÉCNICO";"";"Sala 25";"2017";"1";"2017-02-13";"2017-07-01";"4T45";"43";"40";"REGULAR";"f";"2017-07-07 15:48:15.598";"f";"";"38";"CONSOLIDADA";"";"Presencial";
"57593191";"01";"5752179";"";"";"18760";"TÉCNICO";"";"Sala 23";"2017";"1";"2017-02-13";"2017-06-17";"6T34";"4";"30";"REGULAR";"f";"2017-06-30 19:26:42.954";"f";"";"38";"CONSOLIDADA";"";"Presencial";
"57593192";"02";"5752179";"";"";"18760";"TÉCNICO";"";"Sala 23";"2017";"1";"2017-02-13";"2017-07-01";"6T12";"19";"30";"REGULAR";"f";"2017-06-30 19:29:12.862";"f";"";"38";"CONSOLIDADA";"";"Presencial";
"57593193";"01";"21709";"";"";"18724";"TÉCNICO";"";"Sala 23";"2017";"1";"2017-02-13";"2017-06-17";"4T34";"5";"20";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593194";"02";"21709";"";"";"18724";"TÉCNICO";"";"Sala 23";"2017";"1";"2017-01-30";"2017-06-17";"4T56";"0";"20";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593195";"03";"21709";"";"";"18724";"TÉCNICO";"";"Sala 23";"2017";"1";"2017-01-30";"2017-06-17";"2T34";"0";"20";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593196";"04";"21709";"";"";"18724";"TÉCNICO";"";"Sala 23";"2017";"1";"2017-01-30";"2017-06-17";"2T56";"0";"20";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593199";"01";"5752179";"";"";"18721";"TÉCNICO";"";"LAMUCO";"2017";"1";"2017-02-13";"2017-06-17";"5T56";"22";"30";"REGULAR";"f";"2017-06-30 19:22:32.249";"f";"";"30";"CONSOLIDADA";"";"Presencial";
"57593200";"01";"23594";"";"";"18825";"TÉCNICO";"";"Sala 19";"2017";"1";"2017-02-13";"2017-07-01";"3T34";"";"7";"REGULAR";"f";"2017-07-05 23:25:20.442";"f";"";"36";"CONSOLIDADA";"";"Presencial";
"57593201";"02";"23594";"";"";"18825";"TÉCNICO";"";"Sala 19";"2017";"1";"2017-02-13";"2017-06-17";"5T34";"";"7";"REGULAR";"f";"2017-07-05 23:30:38.525";"f";"";"32";"CONSOLIDADA";"";"Presencial";
"57593202";"01";"21709";"";"";"18722";"TÉCNICO";"";"Sala 23";"2017";"1";"2017-02-13";"2017-06-17";"2T12";"4";"30";"REGULAR";"f";"2017-07-07 02:19:44.044";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57593203";"02";"21709";"";"";"18722";"TÉCNICO";"";"Sala 23";"2017";"1";"2017-02-13";"2017-06-17";"2T34";"4";"31";"REGULAR";"f";"2017-07-07 02:29:39.321";"f";"";"40";"CONSOLIDADA";"";"Presencial";
"57593210";"01";"5752878";"";"Bateria Popular";"18812";"TÉCNICO";"";"Sala 07";"2017";"1";"2017-02-13";"2017-07-01";"3T456";"3";"3";"REGULAR";"f";"2017-07-05 18:22:51.95";"f";"";"0";"CONSOLIDADA";"";"Presencial";
"57593211";"02";"5758240";"";"Clarinete";"18812";"TÉCNICO";"";"Sala 06";"2017";"1";"2017-02-13";"2017-07-01";"4T123";"2";"3";"REGULAR";"f";"2017-07-03 07:48:19.162";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593212";"03";"5758240";"";"Clarinete";"18812";"TÉCNICO";"";"Sala 06";"2017";"1";"2017-02-13";"2017-07-01";"5T456";"3";"3";"REGULAR";"f";"2017-07-03 07:49:39.673";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593213";"04";"5758240";"";"Clarinete";"18812";"TÉCNICO";"";"Sala 06";"2017";"1";"2017-01-30";"2017-06-17";"4T456";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593214";"05";"23477";"";"Contrabaixo Acústico";"18812";"TÉCNICO";"";"Sala 05";"2017";"1";"2017-01-30";"2017-06-17";"3M456";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593215";"06";"63717";"";"Contrabaixo Elétrico";"18812";"TÉCNICO";"";"Sala "Q";"2017";"1";"2017-02-13";"2017-07-01";"4T456";"1";"2";"REGULAR";"f";"2017-06-22 17:25:07.287";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593216";"07";"63717";"";"Contrabaixo Elétrico";"18812";"TÉCNICO";"";"Sala "Q";"2017";"1";"2017-02-13";"2017-07-01";"4T123";"3";"2";"REGULAR";"f";"2017-06-22 17:26:35.055";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593217";"08";"63717";"";"Contrabaixo Elétrico";"18812";"TÉCNICO";"";"Sala "Q";"2017";"1";"2017-02-13";"2017-07-01";"3T456";"2";"2";"REGULAR";"f";"2017-06-22 17:27:53.995";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593219";"09";"21708";"";"Flauta Doce";"18812";"TÉCNICO";"";"Sala "I";"2017";"1";"2017-02-13";"2017-07-01";"3T456";"1";"3";"REGULAR";"f";"2017-07-03 17:31:37.588";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57593220";"10";"24189";"";"Flauta Transversal";"18812";"TÉCNICO";"";"Sala "S";"2017";"1";"2017-02-13";"2017-07-01";"3T123";"2";"3";"REGULAR";"f";"2017-06-27 17:09:49.346";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593221";"11";"5751599";"";"Guitarra Elétrica";"18812";"TÉCNICO";"";"Sala "P";"2017";"1";"2017-02-13";"2017-07-01";"5T456";"2";"3";"REGULAR";"f";"2017-06-19 14:35:38.075";"f";"";"45";"CONSOLIDADA";"";"Presencial";
"57593222";"12";"5756964";"";"Guitarra Elétrica";"18812";"TÉCNICO";"";"Sala "O";"2017";"1";"2017-02-13";"2017-07-01";"3T456";"2";"3";"REGULAR";"f";"2017-06-22 17:17:46.707";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593223";"13";"22889";"";"Percussão";"18812";"TÉCNICO";"";"Sala 08";"2017";"1";"2017-02-13";"2017-07-01";"3T123";"1";"3";"REGULAR";"f";"2017-07-04 22:36:34.113";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57593224";"14";"23014";"";"Piano";"18812";"TÉCNICO";"";"Sala "D";"2017";"1";"2017-02-13";"2017-07-01";"3T456";"0";"2";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593225";"15";"22886";"";"Piano";"18812";"TÉCNICO";"";"Sala 04";"2017";"1";"2017-02-13";"2017-07-01";"5T123";"3";"3";"REGULAR";"f";"2017-06-29 12:18:06.041";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593226";"16";"5752936";"";"Piano Popular";"18812";"TÉCNICO";"";"Sala "E";"2017";"1";"2017-02-13";"2017-07-01";"3T123";"2";"3";"REGULAR";"f";"2017-05-30 19:08:02.825";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593227";"17";"5754083";"";"Saxofone";"18812";"TÉCNICO";"";"Sala 15";"2017";"1";"2017-02-13";"2017-07-01";"2M123";"";"3";"REGULAR";"f";"2017-07-01 13:54:44.593";"f";"";"33";"CONSOLIDADA";"";"Presencial";
"57593228";"18";"5754083";"";"Saxofone";"18812";"TÉCNICO";"";"Sala 15";"2017";"1";"2017-02-13";"2017-07-01";"2M456";"4";"3";"REGULAR";"f";"2017-07-01 22:03:32.073";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593229";"19";"24200";"";"Trombone";"18812";"TÉCNICO";"";"Sala 17 (Sala de Trombone)";"2017";"1";"2017-02-13";"2017-07-01";"5T123";"1";"3";"REGULAR";"f";"2017-06-30 23:24:15.564";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593230";"20";"5759159";"";"Trompete";"18812";"TÉCNICO";"";"Sala 24";"2017";"1";"2017-02-13";"2017-07-01";"3T123";"3";"3";"REGULAR";"f";"2017-07-10 21:19:06.291";"f";"";"0";"CONSOLIDADA";"";"Presencial";
"57593231";"21";"5759159";"";"Trompete";"18812";"TÉCNICO";"";"Sala de Trompete";"2017";"1";"2017-02-13";"2017-07-01";"2T456";"3";"4";"REGULAR";"f";"2017-07-10 15:31:52.317";"f";"";"0";"CONSOLIDADA";"";"Presencial";
"57593232";"22";"5757838";"";"Tuba";"18812";"TÉCNICO";"";"Sala 09";"2017";"1";"2017-02-13";"2017-07-01";"5M456";"3";"3";"REGULAR";"f";"2017-06-24 18:11:24.766";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593233";"23";"5752924";"";"Viola";"18812";"TÉCNICO";"";"Sala "U";"2017";"1";"2017-02-13";"2017-07-01";"5T456";"1";"3";"REGULAR";"f";"2017-06-27 00:26:29.555";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593234";"24";"20909";"";"Violão";"18812";"TÉCNICO";"";"Sala 21";"2017";"1";"2017-02-13";"2017-07-01";"5T123";"3";"3";"REGULAR";"f";"2017-07-04 23:13:45.984";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593234";"24";"";"117564112";"Violão";"18812";"TÉCNICO";"";"Sala 21";"2017";"1";"2017-02-13";"2017-07-01";"5T123";"3";"3";"REGULAR";"f";"2017-07-04 23:13:45.984";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593235";"25";"21705";"";"Violão Popular";"18812";"TÉCNICO";"";"Sala 20";"2017";"1";"2017-02-13";"2017-07-01";"5T456";"2";"3";"REGULAR";"f";"2017-07-06 12:20:50.322";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593236";"26";"22876";"";"Violino";"18812";"TÉCNICO";"";"Sala "R";"2017";"1";"2017-02-13";"2017-07-01";"4T123";"3";"3";"REGULAR";"f";"2017-06-20 11:08:51.622";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593237";"27";"3031587";"";"Violino";"18812";"TÉCNICO";"";"Sala "T";"2017";"1";"2017-01-30";"2017-06-17";"5T123";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593238";"28";"5757980";"";"Violoncelo";"18812";"TÉCNICO";"";"Sala 14";"2017";"1";"2017-02-13";"2017-07-01";"5T123";"2";"3";"REGULAR";"f";"2017-06-15 11:57:52.492";"f";"";"45";"CONSOLIDADA";"";"Presencial";
"57593239";"29";"22876";"";"Violino";"18812";"TÉCNICO";"";"Sala "R";"2017";"1";"2017-01-30";"2017-06-17";"4T456";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593240";"30";"3031587";"";"Violino";"18812";"TÉCNICO";"";"Sala "T";"2017";"1";"2017-02-13";"2017-07-01";"5T456";"2";"3";"REGULAR";"f";"2017-07-04 23:00:40.664";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593241";"31";"5753753";"";"Piano";"18812";"TÉCNICO";"";"Sala 04";"2017";"1";"2017-02-13";"2017-07-01";"3T123";"1";"3";"REGULAR";"f";"2017-06-26 00:16:59.888";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593242";"32";"20909";"";"Violão";"18812";"TÉCNICO";"";"Sala 20";"2017";"1";"2017-01-30";"2017-06-17";"3T123";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593243";"33";"5753085";"";"Viola";"18812";"TÉCNICO";"";"Sala 12";"2017";"1";"2017-02-13";"2017-07-01";"3T456";"1";"3";"REGULAR";"f";"2017-06-21 14:21:15.412";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593244";"34";"5752855";"";"Violão Popular";"18812";"TÉCNICO";"";"Sala "L";"2017";"1";"2017-02-13";"2017-07-01";"3T123";"1";"3";"REGULAR";"f";"2017-06-27 17:06:31.423";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593245";"35";"5751559";"";"?";"18812";"TÉCNICO";"";"Sala 06";"2017";"1";"2017-01-30";"2017-06-17";"6T123";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593246";"36";"5757838";"";"Tuba";"18812";"TÉCNICO";"";"Sala 09";"2017";"1";"2017-02-13";"2017-07-01";"3M456";"";"3";"REGULAR";"f";"2017-06-24 18:14:26.612";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593247";"01";"22889";"";"Percussão";"18799";"TÉCNICO";"";"Sala 08";"2017";"1";"2017-02-13";"2017-06-17";"2T123";"1";"3";"REGULAR";"f";"2017-07-04 22:34:00.726";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593248";"02";"19101";"";"Flauta Transversal";"18799";"TÉCNICO";"";"Sala "S";"2017";"1";"2017-02-13";"2017-07-01";"6M456";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593249";"01";"5758240";"";"Clarinete";"18716";"TÉCNICO";"";"Sala "H";"2017";"1";"2017-02-13";"2017-06-17";"3T123";"1";"3";"REGULAR";"f";"2017-07-03 07:50:19.563";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593250";"02";"23477";"";"Contrabaixo Acústico";"18716";"TÉCNICO";"";"Sala 05";"2017";"1";"2017-02-13";"2017-06-17";"5M456";"";"3";"REGULAR";"f";"2017-06-27 09:45:40.227";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593251";"03";"21705";"";"Violão Popular";"18716";"TÉCNICO";"";"Sala "M";"2017";"1";"2017-02-13";"2017-06-17";"3T123";"1";"3";"REGULAR";"f";"2017-07-06 12:21:35.817";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593252";"04";"5754083";"";"Saxofone";"18716";"TÉCNICO";"";"Sala 15";"2017";"1";"2017-02-13";"2017-06-17";"5M123";"1";"3";"REGULAR";"f";"2017-07-01 14:02:12.182";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593253";"05";"5754083";"";"Saxofone";"18716";"TÉCNICO";"";"Sala 15";"2017";"1";"2017-02-13";"2017-06-17";"5T456";"4";"3";"REGULAR";"f";"2017-07-01 14:00:36.827";"f";"";"45";"CONSOLIDADA";"";"Presencial";
"57593254";"06";"63717";"";"Contrabaixo Elétrico";"18716";"TÉCNICO";"";"Sala "Q";"2017";"1";"2017-02-13";"2017-07-01";"5T123";"0";"2";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593255";"07";"63717";"";"Contrabaixo Elétrico";"18716";"TÉCNICO";"";"Sala "Q";"2017";"1";"2017-02-13";"2017-07-01";"5T456";"2";"2";"REGULAR";"f";"2017-06-22 17:28:38.374";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593277";"08";"5752878";"";"Bateria Popular";"18716";"TÉCNICO";"";"Sala 07";"2017";"1";"2017-02-13";"2017-06-17";"4T123";"1";"3";"REGULAR";"f";"2017-07-05 18:23:31.528";"f";"";"0";"CONSOLIDADA";"";"Presencial";
"57593278";"09";"5752921";"";"Fagote";"18716";"TÉCNICO";"";"Sala "N";"2017";"1";"2017-02-13";"2017-06-17";"6T123";"1";"3";"REGULAR";"f";"2017-07-03 12:27:06.652";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593279";"10";"21708";"";"Flauta Doce";"18716";"TÉCNICO";"";"Sala "I";"2017";"1";"2017-02-13";"2017-07-01";"5T456";"1";"3";"REGULAR";"f";"2017-07-03 17:45:45.214";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593280";"11";"24189";"";"Flauta Transversal";"18716";"TÉCNICO";"";"Sala "S";"2017";"1";"2017-02-13";"2017-06-17";"5T123";"2";"3";"REGULAR";"f";"2017-06-27 17:19:47.855";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593281";"12";"5756964";"";"Guitarra Elétrica";"18716";"TÉCNICO";"";"Sala "P";"2017";"1";"2017-02-13";"2017-06-17";"4T123";"1";"3";"REGULAR";"f";"2017-06-22 17:18:42.786";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593282";"13";"5758777";"";"Oboé";"18716";"TÉCNICO";"";"Sala "N";"2017";"1";"2017-02-13";"2017-07-01";"2T123";"1";"3";"REGULAR";"f";"2017-07-04 16:50:41.017";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593283";"14";"22889";"";"Percussão";"18716";"TÉCNICO";"";"Sala 08";"2017";"1";"2017-02-13";"2017-06-17";"4T456";"2";"3";"REGULAR";"f";"2017-07-04 22:32:23.419";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593284";"15";"5753753";"";"Piano";"18716";"TÉCNICO";"";"Sala 04";"2017";"1";"2017-02-13";"2017-06-17";"2T12";"1";"3";"REGULAR";"f";"2017-06-26 00:16:05.646";"f";"";"32";"CONSOLIDADA";"";"Presencial";
"57593285";"16";"5752936";"";"Piano Popular";"18716";"TÉCNICO";"";"Sala "E";"2017";"1";"2017-02-13";"2017-06-17";"4T123";"2";"3";"REGULAR";"f";"2017-06-23 17:07:19.167";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593286";"17";"24200";"";"Trombone";"18716";"TÉCNICO";"";"Sala 17 (Sala de Trombone)";"2017";"1";"2017-02-13";"2017-06-17";"5T456";"2";"3";"REGULAR";"f";"2017-06-30 23:25:25.057";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593287";"18";"5751745";"";"Trompa";"18716";"TÉCNICO";"";"Sala 18";"2017";"1";"2017-02-13";"2017-06-17";"3T123";"2";"3";"REGULAR";"f";"2017-06-23 21:53:00.205";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593288";"19";"5759159";"";"Trompete";"18716";"TÉCNICO";"";"Sala de Trompete";"2017";"1";"2017-02-13";"2017-06-17";"5T123";"1";"3";"REGULAR";"f";"2017-07-10 15:30:53.562";"f";"";"0";"CONSOLIDADA";"";"Presencial";
"57593289";"20";"5757838";"";"Tuba";"18716";"TÉCNICO";"";"Sala 09";"2017";"1";"2017-02-13";"2017-07-01";"4T123";"2";"3";"REGULAR";"f";"2017-06-24 18:12:29.457";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593290";"21";"5757838";"";"Tuba";"18716";"TÉCNICO";"";"Sala 09";"2017";"1";"2017-02-13";"2017-07-01";"4T456";"1";"3";"REGULAR";"f";"2017-06-24 18:16:22.041";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593291";"22";"5753085";"";"Viola";"18716";"TÉCNICO";"";"Sala 12";"2017";"1";"2017-02-13";"2017-06-17";"5T123";"1";"3";"REGULAR";"f";"2017-06-21 14:23:05.133";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593292";"23";"3588457";"";"Violão";"18716";"TÉCNICO";"";"Sala "M";"2017";"1";"2017-02-13";"2017-06-17";"4T123";"2";"4";"REGULAR";"f";"2017-06-30 18:43:03.406";"f";"";"0";"CONSOLIDADA";"";"Presencial";
"57593293";"24";"3031587";"";"Violino";"18716";"TÉCNICO";"";"Sala "T";"2017";"1";"2017-02-13";"2017-06-17";"4T123";"1";"3";"REGULAR";"f";"2017-07-04 23:03:27.779";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593295";"25";"5757980";"";"Violoncelo";"18716";"TÉCNICO";"";"Sala 14";"2017";"1";"2017-02-13";"2017-06-17";"3T456";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593296";"26";"5752924";"";"Viola";"18716";"TÉCNICO";"";"Sala "U";"2017";"1";"2017-02-13";"2017-06-17";"5T123";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593297";"27";"5752936";"";"Piano Popular";"18716";"TÉCNICO";"";"Sala "E";"2017";"1";"2017-02-13";"2017-06-17";"4T456";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593298";"28";"5753753";"";"Piano";"18716";"TÉCNICO";"";"Sala "A";"2017";"1";"2017-02-13";"2017-06-17";"4T123";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593299";"29";"19101";"";"Flauta Transversal";"18716";"TÉCNICO";"";"Sala "S";"2017";"1";"2017-02-13";"2017-07-01";"6M123";"0";"3";"REGULAR";"f";"";"f";"";"";"EXCLUÍDA";"";"Presencial";
"57593300";"30";"24189";"";"Flauta Transversal";"18716";"TÉCNICO";"";"Sala "S";"2017";"1";"2017-02-13";"2017-06-17";"2T123";"1";"3";"REGULAR";"f";"2017-06-27 17:29:38.689";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593301";"31";"5751599";"";"Guitarra Elétrica";"18716";"TÉCNICO";"";"Sala "P";"2017";"1";"2017-02-13";"2017-07-01";"4T456";"1";"3";"REGULAR";"f";"2017-06-19 14:36:17.898";"f";"";"0";"CONSOLIDADA";"";"Presencial";
"57593302";"01";"63717";"";"";"18715";"TÉCNICO";"";"Sala "Q";"2017";"1";"2017-02-13";"2017-07-01";"3T123";"";"2";"REGULAR";"f";"2017-06-22 17:23:49.254";"f";"";"51";"CONSOLIDADA";"";"Presencial";
"57593303";"32";"63717";"";"";"18716";"TÉCNICO";"";"Sala "Q";"2017";"1";"2017-02-13";"2017-07-01";"2T123";"1";"2";"REGULAR";"f";"2017-06-26 13:16:48.049";"f";"";"48";"CONSOLIDADA";"";"Presencial";
"57593325";"01";"35466";"";"";"18651";"TÉCNICO";"";"Sala 21";"2017";"1";"2017-02-13";"2017-07-01";"6T456";"1";"3";"REGULAR";"f";"2017-07-04 16:06:10.556";"f";"";"3";"CONSOLIDADA";"";"Presencial";
"57593326";"01";"5757631";"";"";"18710";"TÉCNICO";"";"Sala 25";"2017";"1";"2017-02-13";"2017-07-01";"6T456";"";"3";"REGULAR";"f";"2017-07-01 14:32:52.392";"f";"";"54";"CONSOLIDADA";"";"Presencial";
"57593327";"02";"15520";"";"";"18710";"TÉCNICO";"";"Sala 25";"2017";"1";"2017-02-13";"2017-06-17";"4T123";"";"4";"REGULAR";"f";"2017-07-02 18:40:54.428";"f";"";"0";"CONSOLIDADA";"";"Presencial";
"57593328";"02";"5752878";"";"";"18715";"TÉCNICO";"";"Sala 07";"2017";"1";"2017-02-13";"2017-07-01";"3T123";"";"3";"REGULAR";"f";"2017-07-05 18:21:27.746";"f";"";"57";"CONSOLIDADA";"";"Presencial";
"57593329";"03";"23477";"";"Contrabaixo Acústico";"18715";"TÉCNICO";"";"Sala 05";"2017";"1";"2017-02-13";"2017-06-17";"3T456";"";"3";"REGULAR";"f";"2017-06-27 09:41:38.341";"f";"";"51";"CONSOLIDADA";"";"Presencial";
